"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
7052_3,106,"2330","Harsefeld - Kakerbeck - Brest - Bargstedt - Harsefeld",3,"","",""
7053_3,106,"2331","Harsefeld - Brest - Kutenholz - Mulsum - Schwinge - Stade",3,"","",""
7054_3,106,"2332","Harsefeld - Fredenbeck - Schwinge - Deinste - Stade",3,"","",""
7055_3,106,"2333","Bliedersdorf - Horneburg - Issendorf - Harsefeld",3,"","",""
7056_3,106,"2357","Stade- Twielenfleth-Steinkirchen-Jork-Königreich- Cranz-Königreich Gültig 02.05. - 27.10.17",3,"","",""
7057_3,106,"2385","Wedel - Fredenbeck - Deinste -Helmste - Horneburg",3,"","",""
7058_3,106,"2386","Helmste - Deinste - Fredenbeck",3,"","",""
7059_3,106,"2703","Zeven - Ahlerstedt - Harsefeld - Hedendorf - Finkenwerder",3,"","",""
7060_3,106,"2704","Drochtersen - Bützfleth - Hollern - Borstel - Finkenwerder",3,"","",""
7061_3,106,"2706","Mulsum - Kutenholz - Bargstedt - Horneburg - Jork - Finkenwerder",3,"","",""
7062_3,106,"2707","Wedel -Fredenbeck-Horneburg-Buxtehude- Finkenwerder",3,"","",""
7063_3,106,"2708","Schwinge - Stade - Hollern - Grünendeich - Finkenwerder",3,"","",""
7064_3,106,"2711","Sittensen -Wiegersen-Sauensiek-Buxtehude- Finkenwerder",3,"","",""
7065_3,106,"2712","Gräpel - Heinbockel - Haddorf - Stade - Finkenwerder",3,"","",""
7066_3,106,"2713","Harsefeld - Bliedersdorf - Horneburg - Finkenwerder",3,"","",""
7067_3,106,"2718","Wiepenkathen - Stade - Dollern - Jork - Königreich - Finkenwerder",3,"","",""
7068_3,106,"2719","Buxtehude  - Hove -  Finkenwerder",3,"","",""
7069_3,106,"3813","Bremervörde - Elm - Gräpel - Oldendorf Baustellenfahrplan 06.03. - 26.05.2017",3,"","",""
7070_3,106,"4001","Bahnhof  - ZOB - Schifferamt - ZOB - Bahnhof",3,"","",""
7071_3,106,"4002","ZOB  - Bahnhof - Borstel - Schillerstraße - ZOB",3,"","",""
7072_3,106,"4003","ZOB  - Krankenhaus - Ahornweg - Bahnhof - ZOB",3,"","",""
7073_3,106,"4037","Buchholz  - Sprötze - Trelde - Kakenstorf - Hollenstedt",3,"","",""
7074_3,106,"4038","Neu Wulmstorf - Wennerstorf - Buchholz",3,"","",""
7075_3,106,"4039","Regesbostel  - Hollenstedt - Elstorf -  Neu Wulmstorf",3,"","",""
7076_3,106,"4101","Seppensen (Friedhof) - Treffpunkt - Freudenthalstraße",3,"","",""
7077_3,106,"4102","Grundschule Steinbeck - Treffpunkt - Bäckerstraße",3,"","",""
7078_3,106,"4103","Holm-Seppensen Süd - Treffpunkt - Möbel Kraft",3,"","",""
7079_3,106,"4148","Hanstedt  - Jesteburg - Bendestorf - Hittfeld - Bf.Harburg",3,"","",""
7081_3,106,"4207","Evendorf  - Hanstedt - Jesteburg - Buchholz",3,"","",""
7082_3,106,"4244","Bf. Buchholz / Bf. Klecken  - Nenndorf - Tötensen / Vahrendorf -  Bf. Harburg",3,"","",""
7083_3,106,"247","Emmelndorf - Fleestedt - Meckelfeld",3,"","",""
7084_3,106,"248","Holtorfsloh - Ramelsloh - Bf. Meckelfeld",3,"","",""
7085_3,106,"347","Jehrden  - Maschen - Meckelfeld",3,"","",""
7086_3,106,"348","Horst - Maschen-Heide - Bf. Hittfeld",3,"","",""
7088_3,106,"4404","Winsen - Laßrönne- Oldershausen - Niedermarschacht",3,"","",""
7089_3,106,"4405","Winsen/Luhe - Drage - Stove - Rönne - Niedermarschacht",3,"","",""
7090_3,106,"4406","Winsen - Toppenstedt -Salzhausen - Egestorf - Evendorf",3,"","",""
7091_3,106,"4407","Hanstedt - Brackel - Winsen/Luhe",3,"","",""
7092_3,106,"4408","Buchholz - Brackel - Winsen/Luhe",3,"","",""
7093_3,106,"4409","Pattensen  - Scharmbeck - Winsen",3,"","",""
7094_3,106,"4410","Winsen - Pattensen - Vierhöfen - Putensen",3,"","",""
7095_3,106,"447","Meckelfeld - Emmelndorf - Hittfeld",3,"","",""
7096_3,106,"448","Holtorfsloh - Ramelsloh - Hittfeld",3,"","",""
7097_3,106,"548","Horst - Hörsten - GS Maschen - Meckelfeld",3,"","",""
7098_3,106,"4602","Jesteburg - Bendestorf - Hittfeld",3,"","",""
7099_3,106,"4603","Eckel - Klecken - Hittfeld",3,"","",""
7100_3,106,"4604","Ehestorf - Nenndorf - Hittfeld",3,"","",""
7101_3,106,"4608","Ehestorf/Sottorf - Sieversen - Tötensen - Nenndorf",3,"","",""
7102_3,106,"4609","Klecken - Eckel - Nenndorf",3,"","",""
7103_3,106,"4611","Anfahrten Schülerverkehr Samtgemeinde Hanstedt",3,"","",""
7104_3,106,"4613","Buchholz/Wesel - Evendorf - Hanstedt - Jesteburg",3,"","",""
7105_3,106,"4615","Hanstedt - Egestorf - Salzhausen",3,"","",""
7106_3,106,"4618","Garstedt -Vierhöfen-Lübberstedt- Salzhausen",3,"","",""
7107_3,106,"4620","Rosengarten - Dibbersen - GS Steinbeck - Buchholz",3,"","",""
7108_3,106,"4621","Wistedt - Königsmoor - Tostedt - Welle - Buchholz",3,"","",""
7109_3,106,"4623","Hollenstedt - Trelde - Buchholz",3,"","",""
7110_3,106,"4624","Meckelfeld - Hittfeld - Eckel - Buchholz",3,"","",""
7111_3,106,"4630","Beckedorf  - Harmstorf - Jesteburg - Lüllau/Reindorf - Buchholz",3,"","",""
7112_3,106,"4631","Evendorf/Salzhausen  - Holm-Seppensen - Buchholz",3,"","",""
7113_3,106,"4632","Laßrönne  - Winsen - Maschen - Jesteburg - Buchholz",3,"","",""
7114_3,106,"4633","Maschen - Hittfeld - Bendestorf - Jesteburg",3,"","",""
7115_3,106,"4640","Todtshorn - Otter - Königsmoor - Wistedt - Tostedt",3,"","",""
7116_3,106,"4641","Inzmühlen  - Handeloh - Welle - Tostedt - Kakenstorf",3,"","",""
7117_3,106,"4642","Drestedt - Kakenstorf - Todtglüsingen - Tostedt",3,"","",""
7118_3,106,"4643","Rahmstorf - Heidenau - Hollenstedt - Tostedt - Wistedt",3,"","",""
7119_3,106,"4650","Buchholz - Holm-Seppensen - Kakenstorf",3,"","",""
7120_3,106,"4661","Hittfeld - Maschen - Stelle - Winsen Baustellenfahrplan gültig bis Juni 2018",3,"","",""
7121_3,106,"4662","Rottorf - Borstel - Winsen - Roydorf",3,"","",""
7122_3,106,"4663","Wuhlenburg  - Stelle - Ashausen - Winsen - Roydorf",3,"","",""
7123_3,106,"4664","Buchholz - Schierhorn - Jesteburg - Ohlendorf - Winsen",3,"","",""
7124_3,106,"4681","Halvesbostel - Hollenstedt - Moisburg - Neu Wulmstorf",3,"","",""
7125_3,106,"4682","Rübke - Neu Wulmstorf",3,"","",""
7126_3,106,"4683","Moisburg / Rahmstorf / Eversen / Wennerstorf - SZ Hollenstedt",3,"","",""
7127_3,106,"4684","Holtorfsbostel  - Regesbostel - Moisburg",3,"","",""
7128_3,106,"4700","Jesteburg - Buchholz - Tötensen - Finkenwerder",3,"","",""
7129_3,106,"4701","Soltau - Heber - Schneverdingen - Sprötze - Finkenwerder",3,"","",""
7130_3,106,"4710","(Schneverdingen) - Tostedt - Wenzendorf - Neu Wulmstorf - Finkenwerder",3,"","",""
7131_3,106,"4714","Lüneburg - Winsen - Stelle - Maschen - Finkenwerder Baustellenfahrplan gültig bis Juni 2018",3,"","",""
7132_3,106,"4715","Wistedt - Tostedt - Hollenstedt - Rübke - Finkenwerder",3,"","",""
7133_3,106,"4716","Heidenau - Moisburg - Neu Wulmstorf - Finkenwerder",3,"","",""
7134_3,106,"4717","Tostedt - Buchholz - Nenndorf - Finkenwerder",3,"","",""
7135_3,106,"4801","Töster Ring",3,"","",""
7137_3,106,"4887","Vaerloh - Tostedt",3,"","",""
7138_3,106,"4888","Langeloh - Tostedt",3,"","",""
7139_3,106,"4889","Lohbergen - Sprötze",3,"","",""
7140_3,106,"4890","Ortslinienverkehr Tostedt -Todtglüsingen - Dohren",3,"","",""
7141_3,106,"5001","Leuphana - Bahnhof/ZOB",3,"","",""
7142_3,106,"5002","ZOB / Bahnhof - Am Sande - Bardowick",3,"","",""
7143_3,106,"5003","ZOB/Bahnhof  - Am Sande - Städt. Klinikum - SZ Oedeme",3,"","",""
7144_3,106,"5005","Goseburg - ZOB/Bahnhof - Am Sande - Krähornsberg - Ochtmissen",3,"","",""
7145_3,106,"5006","ZOB/Bahnhof - Adendorf Robert-Schumann-Straße",3,"","",""
7146_3,106,"5007","Oedeme - Am Sande - ZOB/Bahnhof - Adendorf  - Erbstorf",3,"","",""
7147_3,106,"5009","Lüneburg - Vögelsen - Mechtersen",3,"","",""
7148_3,106,"5010","ZOB/Bahnhof - Stadtkoppel - Hafen",3,"","",""
7149_3,106,"5011","Wilhelm-Leuschner-Straße - ZOB / Bahnhof - Am Sande - Häcklingen",3,"","",""
7150_3,106,"5012","Bockelsberg - Am Sande - ZOB / Bahnhof - Hagen Wendeplatz",3,"","",""
7151_3,106,"5013","Lüneburg - Reppenstedt - Lüneburg",3,"","",""
7152_3,106,"5014","Bülows Kamp - ZOB / Bahnhof - Am Sande - Kreideberg",3,"","",""
7153_3,106,"5015","Jüttkenmoor - Am Sande -  ZOB / Bahnhof -  Ebensberg",3,"","",""
7154_3,106,"5100","Lüneburg -Neetze- Bleckede",3,"","",""
7155_3,106,"5101","Bleckede -Alt Garge-Barskamp- Neu Darchau",3,"","",""
7156_3,106,"5102","Hittbergen -Brackede-Radegast- Bleckede",3,"","",""
7157_3,106,"5103","Bleckede -Breetze-Barskamp- Dahlenburg",3,"","",""
7158_3,106,"5104","Scharnebeck -Lüdersburg-Karze- Bleckede",3,"","",""
7159_3,106,"5110","Lüneburg -Scharnebeck-Rullstorf-Boltersen- Neetze",3,"","",""
7160_3,106,"5111","Neetze -Karze-Garze- Bleckede",3,"","",""
7161_3,106,"5112","Neu Neetze - Neetze",3,"","",""
7162_3,106,"5114","Wiecheln -Radenbeck-Thomasburg- Neetze",3,"","",""
7163_3,106,"5120","Lüneburg - Lentenau - Nutzfelde - SZ Scharnebeck",3,"","",""
7164_3,106,"5200","Lüneburg -Kirchgellersen-Salzhausen - Wildpark - Hanstedt",3,"","",""
7165_3,106,"5201","Lüneburg - Oedeme - Südergellersen - Salzhausen",3,"","",""
7166_3,106,"5202","Lüneburg -Oedeme-Dachtmissen-Kirchgellersen- Wulfsen",3,"","",""
7167_3,106,"5203","Heiligenthal -Rettmer/Häcklingen-Reppenstedt-Südergellersen- Embsen",3,"","",""
7168_3,106,"5300","Lüneburg - Barendorf - Dahlenburg - Neu Darchau",3,"","",""
7169_3,106,"5301","Dahlenburg -Nahrendorf-Kovahl- Pommoissel",3,"","",""
7170_3,106,"5302","Dahlenburg - Boitze - Seedorf - Leestahl - Dahlenburg",3,"","",""
7171_3,106,"5303","Bavendorf -Gienau-Dahlenburg-Oldendorf-Breese- Nieperfitz",3,"","",""
7172_3,106,"5304","Lüneburg - Hitzacker - Dannenberg - Lüchow",3,"","",""
7173_3,106,"5361","Lüneburg -Wendisch Evern-Rohstorf- Bavendorf",3,"","",""
7174_3,106,"5362","Lüneburg - Barendorf - Thomasburg - Dahlenburg",3,"","",""
7175_3,106,"5402","Baustellen-Fahrplan 03.07. - 29.10.17 Winsen - Bardowick - Lüneburg",3,"","",""
7176_3,106,"5403","Bardowick - Radbruch",3,"","",""
7177_3,106,"5404","Baustellen-Fahrplan 03.07. - 29.10.17 Bardowick - Vögelsen - Mechtersen",3,"","",""
7178_3,106,"5405","Lüneburg - Wittorf - Tespe - Niedermarschacht",3,"","",""
7179_3,106,"5600","Lüneburg - Melbeck - Embsen - Barnstedt",3,"","",""
7180_3,106,"5604","Melbeck - Kolkhagen - Barnstedt",3,"","",""
7181_3,106,"5606","Lüneburg - Melbeck - Embsen - Deutsch Evern",3,"","",""
7182_3,106,"5610","Lüneburg - Wendisch Evern - Deutsch Evern - Lüneburg",3,"","",""
7183_3,106,"5620","Lüneburg - Deutsch Evern - Wendisch Evern - Lüneburg",3,"","",""
7184_3,106,"5700","Lüneburg -Oerzen-Drögennindorf- Amelinghausen - Schwindebeck",3,"","",""
7185_3,106,"5701","Rolfsen -Wetzen-Oldendorf- Amelinghausen",3,"","",""
7186_3,106,"5702","Amelinghausen -Tellmer-Drögennindorf",3,"","",""
7187_3,106,"5703","Amelinghausen -Rehrhof-Ehlbeck- Amelinghausen",3,"","",""
7188_3,106,"5705","Schwindebeck -Soderstorf-Rolfsen-Raven-Wetzen- Lüneburg SZ Oedeme",3,"","",""
7189_3,106,"5706","Amelinghausen -Soderstorf-Rolfsen- Salzhausen",3,"","",""
7190_3,106,"5900","Hittbergen -Hohnstorf-Artlenburg-Brietlingen- Lüneburg",3,"","",""
7191_3,106,"5901","Lüneburg -Scharnebeck-Hittbergen- Hohnstorf",3,"","",""
7192_3,106,"5902","Scharnebeck - Echem - Bullendorf - Hohnstorf",3,"","",""
7193_3,106,"5903","Scharnebeck - Elba - Brietlingen - Artlenburg",3,"","",""
7194_3,106,"5904","Horburg - Brietlingen - Scharnebeck",3,"","",""
7195_3,106,"5917","",3,"","",""
7196_3,106,"5918","Ebensberg - Schule Lüne",3,"","",""
7197_3,106,"5919","Schulen am Kreideberg",3,"","",""
7198_3,106,"5920","Hasenburger Schule - Oedeme - Häcklingen / Rettmer",3,"","",""
7199_3,106,"5925","Scharnebeck - Erbstorf - Adendorf",3,"","",""
7200_3,106,"5931","Lauenburg - Lüneburg",3,"","",""
7201_3,106,"E40","Sandbek -  Neugraben - Neuwiedenthal - Finkenwerder",3,"","",""
7202_3,106,"146","Rüstweg - Bf. Harburg - AK Harburg - Philips - Airbus - Rüschhalbinsel",3,"","",""
7203_3,106,"148","Hittfeld  - Emmelndorf - Sinstorf - Bf. Harburg",3,"","",""
7204_3,106,"149","Winsen  - Hoopte - Over - Bullenhausen - Neuland - Bf. Harburg",3,"","",""
7205_3,106,"157","Bf. Harburg  - Moorburg - Hohenwisch",3,"","",""
7206_3,106,"257","Jork/Cranz  - Neuenfelde - Francop - Hohenwisch -  Neugraben",3,"","",""
7207_3,106,"340","Neugraben  - Neuwiedenthal - Museum Kiekeberg - Bf. Harburg",3,"","",""
7208_3,106,"349","(Ringlinie)  Bf. Harburg - Neuland - Bf. Harburg",3,"","",""
7266_3,106,"2007","Agathenburg - Ottenbeck - Bahnhof - Pferdemarkt - Krankenhaus - Hahle - Wiepenkathen",3,"","",""
7526_3,106,"4870","Wümme - Königsmoor - Otter - Tostedt",3,"","",""
7751_3,106,"543","Emmelndorf  - Beckedorf - Sinstorf - Bf. Harburg - Eißendorf",3,"","",""
8191_3,106,"2927","BürgerBus Osteland",3,"","",""
8198_3,106,"6702","Soltau  - Wolterdingen - Schneverdingen - Finkenwerder",3,"","",""
8293_3,106,,"Elb-Shuttle",3,"","",""
8307_3,106,,"Elbe-Radwanderbus",3,"","",""
8308_3,106,,"Regionalpark-Shuttle",3,"","",""
8309_3,106,,"Heide-Shuttle(R3)",3,"","",""
8370_3,106,"2026","Baustellen-Fahrplan ab 07.06.2017 Stade -Bützfleth-Drochtersen-Freiburg- Itzwörden",3,"","",""
8371_3,106,"2078","Wischhafen - Oederquart - Freiburg",3,"","",""
8372_3,106,"4208","Buchholz  - NordHeideHalle - Bendestorf",3,"","",""
8536_3,106,"2111","Buxtehude Abzweig Rübke - Bahnhof (Süd) - Schulen Buxtehude",3,"","",""
8537_3,106,"2113","Hedendorf - Schulen Buxtehude",3,"","",""
8538_3,106,"2114","Eilendorf  - Immenbeck - Pippensen - Schulen Buxtehude",3,"","",""
8566_3,106,"2077","Bassenfleth - Hollern",3,"","",""
8331_3,311,"131","Gadebusch, ZOB > Bf. Ratzeburg",3,"","",""
